É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/06/09 07:55:43

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
2020/3/14 22:00:00,3.7,8,1,0,1,8,1,2.0,8,ñkñkêº,8,1,1002.5,8,1,96,8,1,7.6,8,1,,0,1,,0,1
2020/3/14 23:00:00,3.7,8,1,0,1,8,1,2.2,8,ñkêº,8,1,1002.6,8,1,95,8,1,7.6,8,1,,0,1,,0,1
2020/3/15 00:00:00,3.2,8,1,0,1,8,1,2.0,8,êºñkêº,8,1,1002.7,8,1,96,8,1,7.4,8,1,,0,1,,0,1
2020/3/15 1:00:00,3.0,8,1,0,1,8,1,2.5,8,êºñkêº,8,1,1002.8,8,1,98,8,1,7.4,8,1,,0,1,,0,1
2020/3/15 2:00:00,2.7,8,1,0,1,8,1,1.7,8,êºñkêº,8,1,1002.9,8,1,98,8,1,7.3,8,1,,0,1,,0,1
2020/3/15 3:00:00,2.1,8,1,0,1,8,1,1.2,8,êº,8,1,1002.7,8,1,99,8,1,7.0,8,1,2,8,1,4,8,1
2020/3/15 4:00:00,2.3,8,1,0,1,8,1,0.5,8,êºñkêº,8,1,1002.8,8,1,99,8,1,7.1,8,1,,0,1,,0,1
2020/3/15 5:00:00,2.0,8,1,0,1,8,1,1.4,8,ñk,8,1,1003.0,8,1,99,8,1,7.0,8,1,,0,1,,0,1
2020/3/15 6:00:00,2.4,8,1,0,1,8,1,1.4,8,ñkêº,8,1,1003.4,8,1,92,8,1,6.7,8,1,1,8,1,0+,8,1
2020/3/15 7:00:00,3.6,8,1,0,1,8,1,2.5,8,ñkêº,8,1,1004.2,8,1,76,8,1,6.0,8,1,,0,1,,0,1
2020/3/15 8:00:00,5.4,8,1,0,1,8,1,3.2,8,ñkêº,8,1,1004.7,8,1,63,8,1,5.7,8,1,,0,1,,0,1
2020/3/15 9:00:00,7.0,8,1,0,1,8,1,2.8,8,ñkñkêº,8,1,1004.8,8,1,57,8,1,5.7,8,1,1,8,1,0+,8,1
2020/3/15 10:00:00,8.0,8,1,0,1,8,1,3.2,8,ñkñkìå,8,1,1004.8,8,1,46,8,1,4.9,8,1,,0,1,,0,1
2020/3/15 11:00:00,8.3,8,1,0,1,8,1,2.1,8,ñkìå,8,1,1004.3,8,1,42,8,1,4.6,8,1,,0,1,,0,1
2020/3/15 12:00:00,9.8,8,1,0,1,8,1,1.3,8,ñkìå,8,1,1003.8,8,1,45,8,1,5.5,8,1,2,8,1,8,8,1
2020/3/15 13:00:00,10.2,8,1,0,1,8,1,2.1,8,êºìÏêº,8,1,1002.8,8,1,48,8,1,6.0,8,1,,0,1,,0,1
2020/3/15 14:00:00,11.8,8,1,0,1,8,1,3.6,8,ìÏ,8,1,1001.9,8,1,47,8,1,6.5,8,1,,0,1,,0,1
2020/3/15 15:00:00,11.0,8,1,0,1,8,1,3.8,8,ìÏìÏìå,8,1,1001.8,8,1,45,8,1,5.9,8,1,2,8,1,2,8,1
2020/3/15 16:00:00,10.3,8,1,0,1,8,1,3.2,8,ìÏìÏìå,8,1,1001.5,8,1,49,8,1,6.1,8,1,,0,1,,0,1
2020/3/15 17:00:00,9.7,8,1,0,1,8,1,3.3,8,ìÏìÏìå,8,1,1001.8,8,1,53,8,1,6.4,8,1,,0,1,,0,1
2020/3/15 18:00:00,9.5,8,1,0,1,8,1,2.8,8,ìÏìÏìå,8,1,1001.9,8,1,56,8,1,6.6,8,1,4,8,1,9,8,1
2020/3/15 19:00:00,9.4,8,1,0,1,8,1,4.0,8,ìÏìå,8,1,1001.9,8,1,61,8,1,7.2,8,1,,0,1,,0,1
2020/3/15 20:00:00,8.7,8,1,0,1,8,1,1.9,8,ìåìÏìå,8,1,1001.8,8,1,67,8,1,7.5,8,1,,0,1,,0,1
2020/3/15 21:00:00,8.7,8,1,0,1,8,1,4.4,8,ìÏìå,8,1,1001.1,8,1,71,8,1,8.0,8,1,3,8,1,10-,8,1
2020/3/15 22:00:00,9.0,8,1,0,1,8,1,2.9,8,ìÏìÏêº,8,1,1000.8,8,1,58,8,1,6.7,8,1,,0,1,,0,1
2020/3/15 23:00:00,7.9,8,1,0,1,8,1,2.8,8,êºìÏêº,8,1,1000.5,8,1,67,8,1,7.1,8,1,,0,1,,0,1
2020/3/16 00:00:00,6.7,8,1,0,1,8,1,4.0,8,êºñkêº,8,1,1000.1,8,1,77,8,1,7.6,8,1,,0,1,,0,1
2020/3/16 1:00:00,5.3,8,1,0,1,8,1,2.4,8,êºñkêº,8,1,999.9,8,1,83,8,1,7.4,8,1,,0,1,,0,1
2020/3/16 2:00:00,5.2,8,1,0,1,8,1,2.4,8,ñkêº,8,1,999.6,8,1,83,8,1,7.3,8,1,,0,1,,0,1
2020/3/16 3:00:00,4.6,8,1,0,1,8,1,2.7,8,êºñkêº,8,1,999.6,8,1,85,8,1,7.2,8,1,1,8,1,0+,8,1
2020/3/16 4:00:00,5.1,8,1,0,1,8,1,1.4,8,ñkìå,8,1,999.3,8,1,79,8,1,6.9,8,1,,0,1,,0,1
2020/3/16 5:00:00,5.4,8,1,0,1,8,1,2.7,8,ñkêº,8,1,999.3,8,1,79,8,1,7.1,8,1,,0,1,,0,1
2020/3/16 6:00:00,4.4,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,999.8,8,1,82,8,1,6.9,8,1,2,8,1,5,8,1
2020/3/16 7:00:00,5.2,8,1,0,1,8,1,4.6,8,ñkêº,8,1,1000.5,8,1,82,8,1,7.3,8,1,,0,1,,0,1
2020/3/16 8:00:00,7.3,8,1,0,1,8,1,2.1,8,ñkñkìå,8,1,1001.0,8,1,71,8,1,7.3,8,1,,0,1,,0,1
2020/3/16 9:00:00,9.7,8,1,0,1,8,1,3.7,8,ñkêº,8,1,1001.1,8,1,57,8,1,6.9,8,1,2,8,1,5,8,1
2020/3/16 10:00:00,10.8,8,1,0,1,8,1,3.3,8,ñkêº,8,1,1000.4,8,1,51,8,1,6.6,8,1,,0,1,,0,1
2020/3/16 11:00:00,11.9,8,1,0,1,8,1,4.6,8,ñkêº,8,1,1000.1,8,1,39,8,1,5.4,8,1,,0,1,,0,1
2020/3/16 12:00:00,12.2,8,1,0,1,8,1,6.8,8,ñkêº,8,1,999.6,8,1,29,8,1,4.1,8,1,4,8,1,9,8,1
2020/3/16 13:00:00,11.8,8,1,0,1,8,1,7.4,8,ñkêº,8,1,1000.1,8,1,30,8,1,4.2,8,1,,0,1,,0,1
2020/3/16 14:00:00,11.3,8,1,0,1,8,1,12.5,8,ñkêº,8,1,1001.0,8,1,38,8,1,5.1,8,1,,0,1,,0,1
2020/3/16 15:00:00,10.1,8,1,0,1,8,1,8.7,8,ñkêº,8,1,1003.2,8,1,41,8,1,5.1,8,1,2,8,1,3,8,1
2020/3/16 16:00:00,8.9,8,1,0,1,8,1,8.2,8,ñkêº,8,1,1004.1,8,1,41,8,1,4.7,8,1,,0,1,,0,1
2020/3/16 17:00:00,8.0,8,1,0,1,8,1,7.7,8,ñkêº,8,1,1006.5,8,1,43,8,1,4.6,8,1,,0,1,,0,1
2020/3/16 18:00:00,6.8,8,1,0,1,8,1,5.5,8,ñkêº,8,1,1008.6,8,1,40,8,1,4.0,8,1,1,8,1,0+,8,1
2020/3/16 19:00:00,5.6,8,1,0,1,8,1,4.4,8,ñkêº,8,1,1009.7,8,1,45,8,1,4.1,8,1,,0,1,,0,1
2020/3/16 20:00:00,4.8,8,1,0,1,8,1,5.2,8,ñkêº,8,1,1010.8,8,1,48,8,1,4.1,8,1,,0,1,,0,1
2020/3/16 21:00:00,4.3,8,1,0,1,8,1,3.8,8,ñkêº,8,1,1011.8,8,1,48,8,1,4.0,8,1,1,8,1,0,8,1
2020/3/16 22:00:00,4.2,8,1,0,1,8,1,3.0,8,ñkñkêº,8,1,1012.5,8,1,45,8,1,3.7,8,1,,0,1,,0,1
2020/3/16 23:00:00,4.1,8,1,0,1,8,1,4.3,8,ñkêº,8,1,1013.1,8,1,44,8,1,3.6,8,1,,0,1,,0,1
2020/3/17 00:00:00,3.9,8,1,0,1,8,1,5.5,8,ñkêº,8,1,1013.1,8,1,43,8,1,3.5,8,1,,0,1,,0,1
2020/3/17 1:00:00,3.8,8,1,0,1,8,1,4.4,8,ñkêº,8,1,1013.7,8,1,42,8,1,3.4,8,1,,0,1,,0,1
2020/3/17 2:00:00,4.2,8,1,0,1,8,1,5.6,8,ñkêº,8,1,1013.8,8,1,38,8,1,3.1,8,1,,0,1,,0,1
2020/3/17 3:00:00,3.3,8,1,0,1,8,1,3.4,8,ñkêº,8,1,1013.8,8,1,40,8,1,3.1,8,1,1,8,1,0,8,1
2020/3/17 4:00:00,4.1,8,1,0,1,8,1,3.1,8,ñkñkêº,8,1,1014.1,8,1,37,8,1,3.0,8,1,,0,1,,0,1
2020/3/17 5:00:00,3.1,8,1,0,1,8,1,2.5,8,ñkñkêº,8,1,1014.5,8,1,41,8,1,3.1,8,1,,0,1,,0,1
2020/3/17 6:00:00,3.6,8,1,0,1,8,1,2.1,8,ñkñkêº,8,1,1014.9,8,1,41,8,1,3.2,8,1,1,8,1,0+,8,1
2020/3/17 7:00:00,4.1,8,1,0,1,8,1,1.1,8,ìåñkìå,8,1,1015.8,8,1,42,8,1,3.4,8,1,,0,1,,0,1
2020/3/17 8:00:00,5.6,8,1,0,1,8,1,0.8,8,ñk,8,1,1016.2,8,1,40,8,1,3.6,8,1,,0,1,,0,1
2020/3/17 9:00:00,6.3,8,1,0,1,8,1,1.6,8,êºñkêº,8,1,1016.0,8,1,35,8,1,3.3,8,1,2,8,1,2,8,1
2020/3/17 10:00:00,7.2,8,1,0,1,8,1,1.7,8,ìÏìÏìå,8,1,1015.5,8,1,33,8,1,3.4,8,1,,0,1,,0,1
2020/3/17 11:00:00,8.7,8,1,0,1,8,1,4.3,8,ìÏìÏìå,8,1,1015.0,8,1,39,8,1,4.4,8,1,,0,1,,0,1
2020/3/17 12:00:00,8.9,8,1,0,1,8,1,3.2,8,ìÏìÏìå,8,1,1014.2,8,1,40,8,1,4.6,8,1,4,8,1,9,8,1
2020/3/17 13:00:00,9.9,8,1,0,1,8,1,3.9,8,ìÏìÏìå,8,1,1013.0,8,1,39,8,1,4.8,8,1,,0,1,,0,1
2020/3/17 14:00:00,11.0,8,1,0,1,8,1,3.2,8,ìÏìå,8,1,1011.7,8,1,46,8,1,6.0,8,1,,0,1,,0,1
2020/3/17 15:00:00,11.9,8,1,0,1,8,1,5.1,8,ìÏ,8,1,1010.6,8,1,44,8,1,6.1,8,1,2,8,1,8,8,1
2020/3/17 16:00:00,11.9,8,1,0,1,8,1,5.7,8,ìÏìå,8,1,1010.1,8,1,50,8,1,7.0,8,1,,0,1,,0,1
2020/3/17 17:00:00,10.9,8,1,0,1,8,1,4.7,8,ìÏìÏêº,8,1,1009.8,8,1,52,8,1,6.8,8,1,,0,1,,0,1
2020/3/17 18:00:00,10.0,8,1,0,1,8,1,3.9,8,ìÏìå,8,1,1009.4,8,1,63,8,1,7.7,8,1,1,8,1,0+,8,1
2020/3/17 19:00:00,9.1,8,1,0,1,8,1,2.7,8,ìÏìÏìå,8,1,1009.0,8,1,67,8,1,7.7,8,1,,0,1,,0,1
2020/3/17 20:00:00,9.6,8,1,0,1,8,1,3.3,8,ìÏ,8,1,1008.5,8,1,61,8,1,7.3,8,1,,0,1,,0,1
2020/3/17 21:00:00,10.2,8,1,0,1,8,1,3.9,8,ìÏêº,8,1,1007.8,8,1,57,8,1,7.1,8,1,1,8,1,0,8,1
2020/3/17 22:00:00,8.7,8,1,0,1,8,1,3.3,8,ìÏìÏêº,8,1,1007.6,8,1,63,8,1,7.1,8,1,,0,1,,0,1
2020/3/17 23:00:00,9.9,8,1,0,1,8,1,4.2,8,ìÏêº,8,1,1007.5,8,1,55,8,1,6.7,8,1,,0,1,,0,1
2020/3/18 00:00:00,8.2,8,1,0,1,8,1,4.0,8,ñkêº,8,1,1007.5,8,1,66,8,1,7.2,8,1,,0,1,,0,1
2020/3/18 1:00:00,6.7,8,1,0,1,8,1,2.6,8,êºñkêº,8,1,1008.2,8,1,71,8,1,7.0,8,1,,0,1,,0,1
2020/3/18 2:00:00,6.3,8,1,0,1,8,1,1.9,8,ñkêº,8,1,1008.2,8,1,68,8,1,6.5,8,1,,0,1,,0,1
2020/3/18 3:00:00,5.4,8,1,0,1,8,1,3.2,8,êºñkêº,8,1,1008.0,8,1,70,8,1,6.3,8,1,1,8,1,0+,8,1
2020/3/18 4:00:00,5.2,8,1,0,1,8,1,1.3,8,êºñkêº,8,1,1008.0,8,1,70,8,1,6.2,8,1,,0,1,,0,1
2020/3/18 5:00:00,5.7,8,1,0,1,8,1,1.8,8,êº,8,1,1008.8,8,1,73,8,1,6.7,8,1,,0,1,,0,1
2020/3/18 6:00:00,7.1,8,1,0,1,8,1,2.2,8,êºñkêº,8,1,1009.6,8,1,67,8,1,6.8,8,1,4,8,1,9,8,1
2020/3/18 7:00:00,8.9,8,1,0.0,0,8,1,2.2,8,ñkêº,8,1,1009.7,8,1,61,8,1,7.0,8,1,,0,1,,0,1
2020/3/18 8:00:00,10.9,8,1,0,1,8,1,2.6,8,ñkñkêº,8,1,1010.4,8,1,53,8,1,6.9,8,1,,0,1,,0,1
2020/3/18 9:00:00,12.3,8,1,0,1,8,1,2.8,8,êºñkêº,8,1,1010.8,8,1,47,8,1,6.7,8,1,1,8,1,0+,8,1
2020/3/18 10:00:00,14.5,8,1,0,1,8,1,1.9,8,êºñkêº,8,1,1010.8,8,1,42,8,1,6.9,8,1,,0,1,,0,1
2020/3/18 11:00:00,16.0,8,1,0,1,8,1,0.7,8,ñk,8,1,1010.5,8,1,37,8,1,6.7,8,1,,0,1,,0,1
2020/3/18 12:00:00,15.8,8,1,0,1,8,1,0.8,8,ñkêº,8,1,1009.8,8,1,31,8,1,5.6,8,1,1,8,1,0+,8,1
2020/3/18 13:00:00,17.8,8,1,0,1,8,1,3.1,8,ìÏìÏìå,8,1,1009.1,8,1,35,8,1,7.1,8,1,,0,1,,0,1
2020/3/18 14:00:00,17.3,8,1,0,1,8,1,4.1,8,ìÏìÏìå,8,1,1008.9,8,1,36,8,1,7.1,8,1,,0,1,,0,1
2020/3/18 15:00:00,17.4,8,1,0,1,8,1,5.1,8,ìÏìÏìå,8,1,1009.0,8,1,35,8,1,7.0,8,1,1,8,1,0+,8,1
2020/3/18 16:00:00,16.9,8,1,0,1,8,1,4.9,8,ìÏ,8,1,1009.0,8,1,36,8,1,6.9,8,1,,0,1,,0,1
2020/3/18 17:00:00,16.1,8,1,0,1,8,1,4.0,8,ìÏìÏìå,8,1,1009.7,8,1,39,8,1,7.1,8,1,,0,1,,0,1
2020/3/18 18:00:00,14.3,8,1,0,1,8,1,2.2,8,ìÏìÏìå,8,1,1010.4,8,1,42,8,1,6.8,8,1,1,8,1,1,8,1
2020/3/18 19:00:00,13.4,8,1,0,1,8,1,2.4,8,ìÏ,8,1,1011.2,8,1,44,8,1,6.8,8,1,,0,1,,0,1
2020/3/18 20:00:00,12.0,8,1,0,1,8,1,2.1,8,ìÏìÏìå,8,1,1011.5,8,1,49,8,1,6.9,8,1,,0,1,,0,1
2020/3/18 21:00:00,11.7,8,1,0,1,8,1,1.5,8,ìÏìÏìå,8,1,1011.8,8,1,58,8,1,8.0,8,1,1,8,1,1,8,1
2020/3/18 22:00:00,11.2,8,1,0,1,8,1,2.0,8,ìÏìÏìå,8,1,1012.0,8,1,68,8,1,9.0,8,1,,0,1,,0,1
2020/3/18 23:00:00,11.1,8,1,0,1,8,1,2.7,8,êºñkêº,8,1,1011.8,8,1,69,8,1,9.1,8,1,,0,1,,0,1
2020/3/19 00:00:00,10.6,8,1,0,1,8,1,2.8,8,êºñkêº,8,1,1012.0,8,1,47,8,1,6.0,8,1,,0,1,,0,1
2020/3/19 1:00:00,9.5,8,1,0,1,8,1,2.4,8,êºñkêº,8,1,1011.9,8,1,64,8,1,7.6,8,1,,0,1,,0,1
2020/3/19 2:00:00,9.6,8,1,0,1,8,1,2.2,8,ñkñkêº,8,1,1011.7,8,1,72,8,1,8.6,8,1,,0,1,,0,1
2020/3/19 3:00:00,8.7,8,1,0,1,8,1,1.2,8,ñkêº,8,1,1011.3,8,1,73,8,1,8.2,8,1,1,8,1,0,8,1
2020/3/19 4:00:00,8.8,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,1011.5,8,1,64,8,1,7.2,8,1,,0,1,,0,1
2020/3/19 5:00:00,7.4,8,1,0,1,8,1,2.2,8,ñkêº,8,1,1011.3,8,1,70,8,1,7.2,8,1,,0,1,,0,1
2020/3/19 6:00:00,7.6,8,1,0,1,8,1,1.1,8,ñkêº,8,1,1011.6,8,1,64,8,1,6.7,8,1,1,8,1,0+,8,1
2020/3/19 7:00:00,9.5,8,1,0,1,8,1,0.7,8,ñk,8,1,1011.8,8,1,62,8,1,7.4,8,1,,0,1,,0,1
2020/3/19 8:00:00,9.9,8,1,0,1,8,1,1.5,8,ñkñkìå,8,1,1011.9,8,1,59,8,1,7.2,8,1,,0,1,,0,1
2020/3/19 9:00:00,12.9,8,1,0,1,8,1,1.7,8,ñkñkìå,8,1,1011.7,8,1,50,8,1,7.4,8,1,1,8,1,0+,8,1
2020/3/19 10:00:00,14.3,8,1,0,1,8,1,0.9,8,ìÏ,8,1,1010.7,8,1,46,8,1,7.5,8,1,,0,1,,0,1
2020/3/19 11:00:00,17.0,8,1,0,1,8,1,3.2,8,ìÏìÏìå,8,1,1009.9,8,1,46,8,1,8.9,8,1,,0,1,,0,1
2020/3/19 12:00:00,18.6,8,1,0,1,8,1,5.1,8,ìÏìÏìå,8,1,1008.4,8,1,47,8,1,10.1,8,1,1,8,1,0,8,1
2020/3/19 13:00:00,19.3,8,1,0,1,8,1,4.2,8,ìÏìÏìå,8,1,1006.9,8,1,50,8,1,11.2,8,1,,0,1,,0,1
2020/3/19 14:00:00,21.5,8,1,0,1,8,1,6.4,8,ìÏ,8,1,1005.3,8,1,40,8,1,10.3,8,1,,0,1,,0,1
2020/3/19 15:00:00,20.9,8,1,0,1,8,1,5.7,8,ìÏ,8,1,1004.6,8,1,46,8,1,11.4,8,1,1,8,1,0+,8,1
2020/3/19 16:00:00,20.4,8,1,0,1,8,1,5.2,8,ìÏìÏìå,8,1,1004.1,8,1,61,8,1,14.6,8,1,,0,1,,0,1
2020/3/19 17:00:00,18.6,8,1,0,1,8,1,7.3,8,ìÏ,8,1,1003.3,8,1,61,8,1,13.1,8,1,,0,1,,0,1
2020/3/19 18:00:00,17.4,8,1,0,1,8,1,7.2,8,ìÏ,8,1,1003.4,8,1,71,8,1,14.1,8,1,1,8,1,0+,8,1
2020/3/19 19:00:00,17.2,8,1,0,1,8,1,5.6,8,ìÏ,8,1,1003.2,8,1,73,8,1,14.3,8,1,,0,1,,0,1
2020/3/19 20:00:00,17.0,8,1,0,1,8,1,7.3,8,ìÏ,8,1,1002.0,8,1,73,8,1,14.1,8,1,,0,1,,0,1
2020/3/19 21:00:00,17.0,8,1,0,1,8,1,5.5,8,ìÏ,8,1,1001.2,8,1,77,8,1,14.9,8,1,4,8,1,10-,8,1
2020/3/19 22:00:00,16.0,8,1,0.0,0,8,1,4.6,8,ìÏ,8,1,999.6,8,1,94,8,1,17.1,8,1,,0,1,,0,1
2020/3/19 23:00:00,15.9,8,1,1.0,0,8,1,3.5,8,ìÏìÏìå,8,1,997.5,8,1,97,8,1,17.5,8,1,,0,1,,0,1
2020/3/20 00:00:00,15.6,8,1,0.0,0,8,1,4.1,8,ìÏìÏìå,8,1,995.6,8,1,98,8,1,17.4,8,1,,0,1,,0,1
2020/3/20 1:00:00,15.4,8,1,0.0,0,8,1,2.9,8,ìÏ,8,1,994.4,8,1,97,8,1,17.0,8,1,,0,1,,0,1
2020/3/20 2:00:00,15.6,8,1,0,1,8,1,4.2,8,ìÏêº,8,1,993.7,8,1,92,8,1,16.3,8,1,,0,1,,0,1
2020/3/20 3:00:00,15.3,8,1,0,1,8,1,3.7,8,ìÏìÏêº,8,1,992.5,8,1,93,8,1,16.2,8,1,3,8,1,10-,8,1
2020/3/20 4:00:00,15.0,8,1,0,1,8,1,2.8,8,ìÏ,8,1,991.4,8,1,91,8,1,15.5,8,1,,0,1,,0,1
2020/3/20 5:00:00,14.2,8,1,0,1,8,1,3.0,8,ñkêº,8,1,992.4,8,1,91,8,1,14.7,8,1,,0,1,,0,1
2020/3/20 6:00:00,12.8,8,1,0,1,8,1,3.1,8,êºñkêº,8,1,993.5,8,1,85,8,1,12.6,8,1,2,8,1,2,8,1
2020/3/20 7:00:00,13.4,8,1,0,1,8,1,2.5,8,ñkñkêº,8,1,994.3,8,1,63,8,1,9.7,8,1,,0,1,,0,1
2020/3/20 8:00:00,13.0,8,1,0,1,8,1,3.6,8,ñkêº,8,1,995.3,8,1,44,8,1,6.6,8,1,,0,1,,0,1
2020/3/20 9:00:00,15.1,8,1,0,1,8,1,5.8,8,ñkêº,8,1,997.1,8,1,24,8,1,4.1,8,1,2,8,1,2,8,1
2020/3/20 10:00:00,15.8,8,1,0,1,8,1,5.5,8,ñkñkêº,8,1,998.3,8,1,27,8,1,4.8,8,1,,0,1,,0,1
2020/3/20 11:00:00,16.9,8,1,0,1,8,1,4.8,8,ñkñkêº,8,1,999.1,8,1,30,8,1,5.8,8,1,,0,1,,0,1
2020/3/20 12:00:00,17.8,8,1,0,1,8,1,4.3,8,ñkñkêº,8,1,999.3,8,1,28,8,1,5.7,8,1,1,8,1,0+,8,1
2020/3/20 13:00:00,17.4,8,1,0,1,8,1,4.1,8,ñkêº,8,1,999.8,8,1,26,8,1,5.2,8,1,,0,1,,0,1
2020/3/20 14:00:00,18.7,8,1,0,1,8,1,1.9,8,êºñkêº,8,1,1000.2,8,1,25,8,1,5.4,8,1,,0,1,,0,1
2020/3/20 15:00:00,17.5,8,1,0,1,8,1,3.8,8,ñk,8,1,1001.0,8,1,24,8,1,4.8,8,1,1,8,1,0+,8,1
2020/3/20 16:00:00,17.1,8,1,0,1,8,1,2.3,8,ñk,8,1,1002.2,8,1,24,8,1,4.7,8,1,,0,1,,0,1
2020/3/20 17:00:00,15.3,8,1,0,1,8,1,3.5,8,ñkñkêº,8,1,1003.3,8,1,29,8,1,5.0,8,1,,0,1,,0,1
2020/3/20 18:00:00,13.9,8,1,0,1,8,1,3.2,8,ñkìå,8,1,1004.5,8,1,34,8,1,5.4,8,1,1,8,1,0+,8,1
2020/3/20 19:00:00,13.0,8,1,0,1,8,1,2.8,8,ñkñkìå,8,1,1005.4,8,1,34,8,1,5.1,8,1,,0,1,,0,1
2020/3/20 20:00:00,12.7,8,1,0,1,8,1,2.7,8,ñk,8,1,1006.2,8,1,33,8,1,4.8,8,1,,0,1,,0,1
2020/3/20 21:00:00,11.7,8,1,0,1,8,1,2.4,8,ñkñkêº,8,1,1007.0,8,1,36,8,1,4.9,8,1,1,8,1,0,8,1
2020/3/20 22:00:00,10.7,8,1,0,1,8,1,1.9,8,ñkñkêº,8,1,1007.4,8,1,38,8,1,4.9,8,1,,0,1,,0,1
2020/3/20 23:00:00,10.5,8,1,0,1,8,1,3.0,8,ñkñkêº,8,1,1007.4,8,1,39,8,1,5.0,8,1,,0,1,,0,1
2020/3/21 00:00:00,10.2,8,1,0,1,8,1,4.4,8,ñkêº,8,1,1007.7,8,1,43,8,1,5.4,8,1,,0,1,,0,1
2020/3/21 1:00:00,10.0,8,1,0,1,8,1,2.5,8,ñkêº,8,1,1007.7,8,1,44,8,1,5.4,8,1,,0,1,,0,1
2020/3/21 2:00:00,9.5,8,1,0,1,8,1,3.5,8,ñkêº,8,1,1007.9,8,1,45,8,1,5.3,8,1,,0,1,,0,1
2020/3/21 3:00:00,9.1,8,1,0,1,8,1,3.9,8,ñkêº,8,1,1008.0,8,1,45,8,1,5.2,8,1,1,8,1,0,8,1
2020/3/21 4:00:00,8.8,8,1,0,1,8,1,2.9,8,ñkêº,8,1,1008.5,8,1,45,8,1,5.1,8,1,,0,1,,0,1
2020/3/21 5:00:00,8.4,8,1,0,1,8,1,1.9,8,ñkñkêº,8,1,1008.9,8,1,46,8,1,5.1,8,1,,0,1,,0,1
2020/3/21 6:00:00,8.1,8,1,0,1,8,1,2.9,8,ñkêº,8,1,1009.8,8,1,46,8,1,5.0,8,1,1,8,1,0+,8,1
2020/3/21 7:00:00,9.8,8,1,0,1,8,1,1.8,8,êºñkêº,8,1,1010.2,8,1,43,8,1,5.2,8,1,,0,1,,0,1
2020/3/21 8:00:00,11.9,8,1,0,1,8,1,1.5,8,êº,8,1,1010.8,8,1,36,8,1,5.0,8,1,,0,1,,0,1
2020/3/21 9:00:00,14.4,8,1,0,1,8,1,2.5,8,ìÏìÏìå,8,1,1010.5,8,1,35,8,1,5.7,8,1,1,8,1,0,8,1
2020/3/21 10:00:00,15.3,8,1,0,1,8,1,4.4,8,ìÏìÏìå,8,1,1009.5,8,1,35,8,1,6.1,8,1,,0,1,,0,1
2020/3/21 11:00:00,16.3,8,1,0,1,8,1,5.6,8,ìÏìå,8,1,1008.7,8,1,36,8,1,6.7,8,1,,0,1,,0,1
2020/3/21 12:00:00,16.7,8,1,0,1,8,1,5.3,8,ìÏ,8,1,1007.7,8,1,40,8,1,7.6,8,1,2,8,1,3,8,1
2020/3/21 13:00:00,17.8,8,1,0,1,8,1,4.7,8,ìÏìÏìå,8,1,1006.3,8,1,50,8,1,10.2,8,1,,0,1,,0,1
2020/3/21 14:00:00,18.8,8,1,0,1,8,1,3.8,8,ìÏìÏìå,8,1,1005.1,8,1,44,8,1,9.5,8,1,,0,1,,0,1
2020/3/21 15:00:00,20.3,8,1,0,1,8,1,3.7,8,ìÏ,8,1,1004.9,8,1,31,8,1,7.4,8,1,2,8,1,2,8,1
2020/3/21 16:00:00,20.3,8,1,0,1,8,1,4.3,8,ìÏìÏìå,8,1,1004.8,8,1,30,8,1,7.1,8,1,,0,1,,0,1
2020/3/21 17:00:00,19.1,8,1,0,1,8,1,1.6,8,ìÏìÏìå,8,1,1005.2,8,1,35,8,1,7.7,8,1,,0,1,,0,1
2020/3/21 18:00:00,16.5,8,1,0,1,8,1,2.0,8,ìÏìÏêº,8,1,1006.1,8,1,37,8,1,6.9,8,1,1,8,1,0+,8,1
2020/3/21 19:00:00,15.4,8,1,0,1,8,1,2.1,8,ìÏìÏêº,8,1,1007.1,8,1,42,8,1,7.3,8,1,,0,1,,0,1
2020/3/21 20:00:00,14.3,8,1,0,1,8,1,0.9,8,êºìÏêº,8,1,1008.0,8,1,48,8,1,7.8,8,1,,0,1,,0,1
2020/3/21 21:00:00,13.2,8,1,0,1,8,1,2.1,8,ìÏ,8,1,1008.2,8,1,53,8,1,8.0,8,1,1,8,1,0+,8,1
2020/3/21 22:00:00,12.7,8,1,0,1,8,1,2.7,8,ìÏ,8,1,1008.8,8,1,59,8,1,8.7,8,1,,0,1,,0,1
2020/3/21 23:00:00,12.4,8,1,0,1,8,1,0.4,8,ìÏêº,8,1,1009.0,8,1,61,8,1,8.8,8,1,,0,1,,0,1
2020/3/22 00:00:00,12.0,8,1,0,1,8,1,1.5,8,êº,8,1,1008.6,8,1,65,8,1,9.1,8,1,,0,1,,0,1
2020/3/22 1:00:00,12.0,8,1,0,1,8,1,2.2,8,êºñkêº,8,1,1008.6,8,1,61,8,1,8.6,8,1,,0,1,,0,1
